Depth_m,Production_flow_m3s,Injected_water_m3s,Total_flow_m3s,Velocity_m_s,Reynolds,Friction_factor,Pressure_gravity_Pa,Pressure_friction_Pa,Total_pressure_Pa
2750,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22930875,,23692757.98
2755,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,22972567.5,,23737247.93
2760,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23014260,,23781737.88
2765,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23055952.5,,23826227.83
2770,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23097645,,23870717.78
2775,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23139337.5,,23915207.73
2780,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23181030,,23959697.68
2785,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23222722.5,,24004187.63
2790,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23264415,,24048677.58
2795,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23306107.5,,24093167.53
2800,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23347800,,24137657.48
2805,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23389492.5,,24182147.43
2810,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23431185,,24226637.38
2815,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23472877.5,,24271127.33
2820,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23514570,,24315617.28
2825,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23556262.5,,24360107.23
2830,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23597955,,24404597.18
2835,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23639647.5,,24449087.13
2840,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23681340,,24493577.07
2845,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23723032.5,,24538067.02
2850,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23764725,,24582556.97
2855,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23806417.5,,24627046.92
2860,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23848110,,24671536.87
2865,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23889802.5,,24716026.82
2870,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23931495,,24760516.77
2875,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,23973187.5,,24805006.72
2880,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24014880,,24849496.67
2885,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24056572.5,,24893986.62
2890,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24098265,,24938476.57
2895,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24139957.5,,24982966.52
2900,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24181650,,25027456.47
2905,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24223342.5,,25071946.42
2910,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24265035,,25116436.37
2915,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24306727.5,,25160926.32
2920,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24348420,,25205416.27
2925,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24390112.5,,25249906.22
2930,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24431805,,25294396.17
2935,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24473497.5,,25338886.12
2940,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24515190,,25383376.07
2945,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24556882.5,,25427866.02
2950,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24598575,,25472355.97
2955,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24640267.5,,25516845.92
2960,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24681960,,25561335.87
2965,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24723652.5,,25605825.82
2970,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24765345,,25650315.77
2975,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24807037.5,,25694805.72
2980,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24848730,,25739295.67
2985,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24890422.5,,25783785.62
2990,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24932115,,25828275.57
2995,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,24973807.5,,25872765.52
3000,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25015500,,25917255.47
3005,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25057192.5,,25961745.42
3010,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25098885,,26006235.37
3015,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25140577.5,,26050725.32
3020,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25182270,,26095215.27
3025,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25223962.5,,26139705.22
3030,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25265655,,26184195.17
3035,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25307347.5,,26228685.11
3040,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25349040,,26273175.06
3045,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25390732.5,,26317665.01
3050,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25432425,,26362154.96
3055,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25474117.5,,26406644.91
3060,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25515810,,26451134.86
3065,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25557502.5,,26495624.81
3070,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25599195,,26540114.76
3075,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25640887.5,,26584604.71
3080,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25682580,,26629094.66
3085,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25724272.5,,26673584.61
3090,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25765965,,26718074.56
3095,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25807657.5,,26762564.51
3100,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25849350,,26807054.46
3105,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25891042.5,,26851544.41
3110,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25932735,,26896034.36
3115,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,25974427.5,,26940524.31
3120,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26016120,,26985014.26
3125,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26057812.5,,27029504.21
3130,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26099505,,27073994.16
3135,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26141197.5,,27118484.11
3140,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26182890,,27162974.06
3145,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26224582.5,,27207464.01
3150,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26266275,,27251953.96
3155,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26307967.5,,27296443.91
3160,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26349660,,27340933.86
3165,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26391352.5,,27385423.81
3170,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26433045,,27429913.76
3175,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26474737.5,,27474403.71
3180,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26516430,,27518893.66
3185,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26558122.5,,27563383.61
3190,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26599815,,27607873.56
3195,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26641507.5,,27652363.51
3200,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26683200,,27696853.46
3205,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26724892.5,,27741343.41
3210,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26766585,,27785833.36
3215,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26808277.5,,27830323.31
3220,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26849970,,27874813.26
3225,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26891662.5,,27919303.21
3230,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26933355,,27963793.15
3235,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,26975047.5,,28008283.1
3240,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27016740,,28052773.05
3245,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27058432.5,,28097263
3250,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27100125,,28141752.95
3255,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27141817.5,,28186242.9
3260,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27183510,,28230732.85
3265,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27225202.5,,28275222.8
3270,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27266895,,28319712.75
3275,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27308587.5,,28364202.7
3280,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27350280,,28408692.65
3285,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27391972.5,,28453182.6
3290,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27433665,,28497672.55
3295,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27475357.5,,28542162.5
3300,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27517050,,28586652.45
3305,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27558742.5,,28631142.4
3310,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27600435,,28675632.35
3315,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27642127.5,,28720122.3
3320,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27683820,,28764612.25
3325,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27725512.5,,28809102.2
3330,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27767205,,28853592.15
3335,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27808897.5,,28898082.1
3340,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27850590,,28942572.05
3345,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27892282.5,,28987062
3350,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27933975,,29031551.95
3355,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,27975667.5,,29076041.9
3360,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28017360,,29120531.85
3365,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28059052.5,,29165021.8
3370,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28100745,,29209511.75
3375,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28142437.5,,29254001.7
3380,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28184130,,29298491.65
3385,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28225822.5,,29342981.6
3390,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28267515,,29387471.55
3395,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28309207.5,,29431961.5
3400,0.000648148,0.015,0.015648148,1.992384102,8467.632435,0.033163261,28350900,,29476451.45
